Arrah13005085,Bihar13005085,Patna_Cluster,Patna_Cluster13005085,East,Bihar,Arrah,Anand Kumar,13005085,Ataque GR 1 KG,CROP PROTECTION,,,PRIVATE LABEL,ATAQUE GR,1,A,40.6%,40.0%,125,79,80,79,80,2,1,,3,,,,0,4859,0,"617,669",,82,174,100,,100,264,561,300,,300,,0,,,0,346,735,400,0,400,174,561,0,735,100,300,0,400,0,0,"18,456","59,418",0,"77,873","10,000","37,500",0,"47,500","13,763","44,312",0,"58,075","8,000","24,000",0,"32,000","5,589","17,995",0,"23,584","3,200","9,600",0,"12,800",12%,18%,Plan < AOP | Plan < Inventory (Excess),"9,840","31,680",,"41,520","7,626","21,927",,"29,553","3,650","9,141",,"12,791",Arrah
Arrah13005086,Bihar13005086,Patna_Cluster,Patna_Cluster13005086,East,Bihar,Arrah,Anand Kumar,13005086,Ataque GR 4 KG,CROP PROTECTION,,,PRIVATE LABEL,ATAQUE GR,4,A,42.7%,40.0%,480,268,280,67,70,0,0,0,0,,,,0,526,0,"245,171",,0,23,50,,50,0,75,,,0,0,0,,,0,0,98,50,0,50,93,299,0,392,200,0,0,200,0,0,"8,348","26,876",0,"35,224","20,000",0,0,"20,000","6,225","20,043",0,"26,269","14,000",0,0,"14,000","2,656","8,552",0,"11,209","5,600",0,0,"5,600",12%,18%,Plan > AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Arrah
Arrah13003697,Bihar13003697,Patna_Cluster,Patna_Cluster13003697,East,Bihar,Arrah,Anand Kumar,13003697,Azytop 250 ml,CROP PROTECTION,,,PRIVATE LABEL,AZYTOP,0.25,A,45.7%,35.0%,358,244,257,976,"1,028",0,0,0,0,,,,0,131,0,"49,957",,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Arrah
Arrah13004195,Bihar13004195,Patna_Cluster,Patna_Cluster13004195,East,Bihar,Arrah,Anand Kumar,13004195,Azytop 100 ml,CROP PROTECTION,,,PRIVATE LABEL,AZYTOP,0.1,A,33.0%,35.0%,146,100,120,999,"1,200",0,0,0,0,,,,0,662,0,"112,203",,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,,20,,20,,20,,20,Arrah
Arrah13005589,Bihar13005589,Patna_Cluster,Patna_Cluster13005589,East,Bihar,Arrah,Anand Kumar,13005589,Azytop 50 ml,CROP PROTECTION,,,PRIVATE LABEL,AZYTOP,0.05,B,23.9%,35.0%,74,51,68,"1,014","1,360",0,0,0,0,,,,0,2518,0,"256,067",,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,,11,,11,,11,,11,Arrah
Arrah13004213,Bihar13004213,Patna_Cluster,Patna_Cluster13004213,East,Bihar,Arrah,Anand Kumar,13004213,C Square 100 ml,CROP PROTECTION,,,PRIVATE LABEL,C SQUARE,0.1,D,8.0%,5.0%,79,56,56,562,560,1,1,,1,,,,0,0,0,0,,10,0,200,,200,25,36,,,0,,0,,,0,35,36,200,0,200,0,4,0,4,20,0,0,20,0,0,0,"2,627",0,"2,627","15,800",0,0,"15,800",0,"2,004",0,"2,004","11,200",0,0,"11,200",0,160,0,160,560,0,0,560,10%,18%,No AOP | Plan > Inventory (Shortage),840,"2,100",,"2,940",694,"1,818",,"2,512",138,426,,564,Arrah
Arrah13005078,Bihar13005078,Patna_Cluster,Patna_Cluster13005078,East,Bihar,Arrah,Anand Kumar,13005078,C Square 50 ml,CROP PROTECTION,,,PRIVATE LABEL,C SQUARE,0.05,D,8.0%,5.0%,43,30,38,604,760,,2,,2,,,,0,49,0,"2,284",,,0,200,,200,105,127,,,0,,0,,,0,105,127,200,0,200,0,6,0,6,10,0,0,10,0,0,0,"5,009",0,"5,009","8,600",0,0,"8,600",0,"3,820",0,"3,820","7,600",0,0,"7,600",0,306,0,306,380,0,0,380,10%,18%,No AOP | Plan > Inventory (Shortage),,"5,194",,"5,194",,"4,217",,"4,217",,"1,330",,"1,330",Arrah
Arrah13003705,Bihar13003705,Patna_Cluster,Patna_Cluster13003705,East,Bihar,Arrah,Anand Kumar,13003705,Caterkill 500 ml,CROP PROTECTION,,,PRIVATE LABEL,CATERKILL,0.5,C,16.5%,15.0%,325,241,240,481,480,0,0,0,0,,,,0,200,0,"64,407",,0,0,,,0,0,7,,,0,0,0,,,0,0,7,0,0,0,0,4,0,4,0,0,0,0,0,0,0,"2,252",0,"2,252",0,0,0,0,0,"1,718",0,"1,718",0,0,0,0,0,283,0,283,0,0,0,0,10%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Arrah
Arrah13004199,Bihar13004199,Patna_Cluster,Patna_Cluster13004199,East,Bihar,Arrah,Anand Kumar,13004199,Caterkill 100 ml,CROP PROTECTION,,,PRIVATE LABEL,CATERKILL,0.1,C,13.6%,15.0%,72,55,51,551,510,,1,,1,,,,0,745,0,"59,979",,,0,,,0,10,7,,,0,,0,,,0,10,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,516,0,516,0,0,0,0,0,394,0,394,0,0,0,0,0,53,0,53,0,0,0,0,10%,18%,No AOP | Plan < Inventory (Excess),,770,,770,,642,,642,,155,,155,Arrah
Arrah13005103,Bihar13005103,Patna_Cluster,Patna_Cluster13005103,East,Bihar,Arrah,Anand Kumar,13005103,Dunphy 1 Kg,CROP PROTECTION,,,PRIVATE LABEL,DUNPHY,1,A,45.9%,40.0%,550,457,448,457,448,0,0,0,0,,,,0,108,0,"59,492",,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Arrah
Arrah13005104,Bihar13005104,Patna_Cluster,Patna_Cluster13005104,East,Bihar,Arrah,Anand Kumar,13005104,Dunphy 500 gm,CROP PROTECTION,,,PRIVATE LABEL,DUNPHY,0.5,A,42.9%,40.0%,283,235,200,469,400,0,0,0,0,,,,0,919,0,"249,219",,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Arrah
Arrah13005105,Bihar13005105,Patna_Cluster,Patna_Cluster13005105,East,Bihar,Arrah,Anand Kumar,13005105,Dunphy 250 gm,CROP PROTECTION,,,PRIVATE LABEL,DUNPHY,0.25,A,43.6%,40.0%,148,128,110,511,440,0,0,0,0,,,,0,837,0,"127,677",,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,,13,,13,,13,,13,Arrah
Arrah13004206,Bihar13004206,Patna_Cluster,Patna_Cluster13004206,East,Bihar,Arrah,Anand Kumar,13004206,Entokill 200 ml,CROP PROTECTION,,,PRIVATE LABEL,ENTOKILL,0.2,A,57.8%,45.0%,268,179,200,893,"1,000",0,0,0,0,,,,0,95,0,"24,152",,0,0,,,0,0,22,,,0,0,36,27,,27,0,58,27,0,27,0,4,7,12,0,0,5,5,0,0,0,"5,501","8,875","14,376",0,0,"7,195","7,195",0,"3,963","6,393","10,355",0,0,"5,369","5,369",0,"2,290","3,695","5,985",0,0,"2,416","2,416",15%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Arrah
Arrah13004232,Bihar13004232,Patna_Cluster,Patna_Cluster13004232,East,Bihar,Arrah,Anand Kumar,13004232,Gaze 100 ml,CROP PROTECTION,,,PRIVATE LABEL,GAZE,0.1,C,12.3%,8.0%,58,44,44,440,440,,1,,1,,,,0,0,0,0,,,0,250,,250,1,0,,,0,,0,,,0,1,0,250,0,250,0,0,0,0,25,0,0,25,0,0,0,0,0,0,"14,500",0,0,"14,500",0,0,0,0,"11,000",0,0,"11,000",0,0,0,0,880,0,0,880,3%,18%,No AOP | Plan > Inventory (Shortage),,58,,58,,56,,56,,14,,14,Arrah
Arrah13004233,Bihar13004233,Patna_Cluster,Patna_Cluster13004233,East,Bihar,Arrah,Anand Kumar,13004233,Gaze 250 ml,CROP PROTECTION,,,PRIVATE LABEL,GAZE,0.25,C,14.4%,8.0%,138,104,104,415,416,0,0,0,0,,,,0,0,0,0,,0,0,200,,200,0,0,,,0,0,0,,,0,0,0,200,0,200,0,0,0,0,50,0,0,50,0,0,0,0,0,0,"27,600",0,0,"27,600",0,0,0,0,"20,800",0,0,"20,800",0,0,0,0,"1,664",0,0,"1,664",3%,18%,No AOP | Plan > Inventory (Shortage),0,0,0,0,,30,,30,,30,,30,Arrah
Arrah13004234,Bihar13004234,Patna_Cluster,Patna_Cluster13004234,East,Bihar,Arrah,Anand Kumar,13004234,Gaze 500 ml,CROP PROTECTION,,,PRIVATE LABEL,GAZE,0.5,C,15.6%,8.0%,270,202,202,403,404,0,0,0,0,,,,0,-40,0,"-8,474",,0,0,200,,200,0,0,,,0,0,0,,,0,0,0,200,0,200,0,0,0,0,100,0,0,100,0,0,0,0,0,0,"54,000",0,0,"54,000",0,0,0,0,"40,400",0,0,"40,400",0,0,0,0,"3,232",0,0,"3,232",3%,18%,No AOP | Plan > Inventory (Shortage),0,0,0,0,,39,,39,,39,,39,Arrah
Arrah13004235,Bihar13004235,Patna_Cluster,Patna_Cluster13004235,East,Bihar,Arrah,Anand Kumar,13004235,Gaze 1 L,CROP PROTECTION,,,PRIVATE LABEL,GAZE,1,C,16.9%,8.0%,520,390,378,390,378,6,1,,6,,,,0,1094,0,"417,203",,90,261,150,,150,-40,0,,,0,,0,,,0,50,261,150,0,150,261,0,0,261,150,0,0,150,0,0,"125,054",0,0,"125,054","78,000",0,0,"78,000","101,739",0,0,"101,739","56,700",0,0,"56,700","17,174",0,0,"17,174","4,536",0,0,"4,536",4%,18%,Plan < AOP | Plan < Inventory (Excess),"46,940","-14,640",,"32,300","34,465","-11,982",,"22,483","4,998","1,099",,"6,097",Arrah
Arrah13003706,Bihar13003706,Patna_Cluster,Patna_Cluster13003706,East,Bihar,Arrah,Anand Kumar,13003706,Illigo 100 gm,CROP PROTECTION,,,PRIVATE LABEL,ILLIGO,0.1,B,21.0%,21.0%,145,118,110,"1,184","1,100",0,0,0,0,,,,0,50,0,"7,627",,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,,21,,21,,21,,21,Arrah
Arrah13004194,Bihar13004194,Patna_Cluster,Patna_Cluster13004194,East,Bihar,Arrah,Anand Kumar,13004194,Illigo 1 Kg,CROP PROTECTION,,,PRIVATE LABEL,ILLIGO,1,B,21.0%,21.0%,"1,250",936,"1,050",936,"1,050",0,0,0,0,,,,0,1,0,"1,271",,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,,8,,8,,8,,8,Arrah
Arrah13004975,Bihar13004975,Patna_Cluster,Patna_Cluster13004975,East,Bihar,Arrah,Anand Kumar,13004975,Illigo 50 gm,CROP PROTECTION,,,PRIVATE LABEL,ILLIGO,0.05,C,16.1%,21.0%,76,49,50,982,"1,000",1,,,1,,,,0,1073,0,"90,933",,-1,0,,,0,,0,,,0,,0,,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12%,18%,No AOP | Plan < Inventory (Excess),-85,,,-85,-71,12,,-59,-24,12,,-12,Arrah
Arrah13004225,Bihar13004225,Patna_Cluster,Patna_Cluster13004225,East,Bihar,Arrah,Anand Kumar,13004225,Lymentria 20 gm,CROP PROTECTION,,,PRIVATE LABEL,LYMENTRIA,0.02,A,37.6%,38.0%,27,18,20,908,"1,000",0,0,0,0,,,,0,7100,0,"270,763",,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,,596,,596,,596,,596,Arrah
Arrah13001427,Bihar13001427,Patna_Cluster,Patna_Cluster13001427,East,Bihar,Arrah,Anand Kumar,13001427,MAC 7 500 ml,CROP PROTECTION,,,PRIVATE LABEL,MAC 7,0.5,D,8.2%,8.0%,215,157,155,314,310,0,0,0,0,,,,0,660,0,"111,864",,0,11,40,,40,0,0,,,0,0,16,12,,12,0,27,52,0,52,5,0,8,13,20,0,6,26,0,0,"2,085",0,"3,152","5,238","8,600",0,"2,579","11,179","1,661",0,"2,511","4,173","6,200",0,"1,859","8,059",136,0,205,340,496,0,149,645,6%,18%,Plan > AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Arrah
Arrah13005116,Bihar13005116,Patna_Cluster,Patna_Cluster13005116,East,Bihar,Arrah,Anand Kumar,13005116,MAC7.1 100 gm,CROP PROTECTION,,,PRIVATE LABEL,MAC7.1,0.1,B,21.7%,25.0%,67,46,58,458,580,,1,,1,,,,0,-2400,0,"-158,644",,,0,300,,300,100,244,,,0,,0,,,0,100,244,300,0,300,0,24,0,24,30,0,0,30,0,0,0,"14,328",0,"14,328","20,100",0,0,"20,100",0,"11,171",0,"11,171","17,400",0,0,"17,400",0,"2,421",0,"2,421","4,350",0,0,"4,350",8%,18%,No AOP | Plan > Inventory (Shortage),,"6,500",,"6,500",,"5,462",,"5,462",,"1,576",,"1,576",Arrah
Arrah13005219,Bihar13005219,Patna_Cluster,Patna_Cluster13005219,East,Bihar,Arrah,Anand Kumar,13005219,OxyBix 50 ml,CROP PROTECTION,,,PRIVATE LABEL,OXYBIX,0.05,D,0.0%,8.0%,74,0,56,0,"1,120",0,0,0,0,,,,0,0,0,0,,0,21,,,0,0,0,,,0,0,19,14,,14,0,40,14,0,14,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,"1,065","1,065",0,0,0,0,0,0,806,806,0,0,0,0,0,0,64,64,10%,18%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Arrah
Arrah13005220,Bihar13005220,Patna_Cluster,Patna_Cluster13005220,East,Bihar,Arrah,Anand Kumar,13005220,OxyBix 100 ml,CROP PROTECTION,,,PRIVATE LABEL,OXYBIX,0.1,D,0.0%,8.0%,135,0,104,0,"1,040",0,0,0,0,,,,0,239,0,"34,433",,0,6,,,0,0,10,,,0,0,0,,,0,0,17,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10%,18%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Arrah
Arrah13003699,Bihar13003699,Patna_Cluster,Patna_Cluster13003699,East,Bihar,Arrah,Anand Kumar,13003699,Saabu 500 gm,CROP PROTECTION,,,PRIVATE LABEL,SAABU,0.5,D,9.5%,5.0%,333,208,235,415,470,0,0,0,0,,,,0,29,0,"6,881",,0,7,,,0,0,36,0,,0,0,0,,,0,0,43,0,0,0,4,18,0,22,0,0,0,0,0,0,"2,109","10,233",0,"12,342",0,0,0,0,"1,537","7,458",0,"8,995",0,0,0,0,146,706,0,852,0,0,0,0,14%,18%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Arrah
Arrah13003700,Bihar13003700,Patna_Cluster,Patna_Cluster13003700,East,Bihar,Arrah,Anand Kumar,13003700,Saabu 250 gm,CROP PROTECTION,,,PRIVATE LABEL,SAABU,0.25,D,9.9%,5.0%,173,110,145,440,580,0,0,0,0,,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14%,18%,No AOP | Plan = Inventory (At Par),0,0,0,0,,1,,1,,1,,1,Arrah
Arrah13004196,Bihar13004196,Patna_Cluster,Patna_Cluster13004196,East,Bihar,Arrah,Anand Kumar,13004196,Saabu 100 gm,CROP PROTECTION,,,PRIVATE LABEL,SAABU,0.1,D,7.0%,5.0%,72,47,65,465,650,1,,,1,,,,0,0,0,0,,50,96,,,0,,0,,,0,,0,,,0,50,96,0,0,0,10,0,0,10,0,0,0,0,0,0,"6,096",0,0,"6,096",0,0,0,0,"4,443",0,0,"4,443",0,0,0,0,310,0,0,310,0,0,0,0,14%,18%,In AOP but Plan is ZERO,"2,750",,,"2,750","2,252",21,,"2,273",608,21,,629,Arrah
Arrah13004952,Bihar13004952,Patna_Cluster,Patna_Cluster13004952,East,Bihar,Arrah,Anand Kumar,13004952,Saabu 20 gm,CROP PROTECTION,,,PRIVATE LABEL,SAABU,0.02,C,17.3%,5.0%,18,12,13,623,650,,2,2,3,,,,0,0,0,0,,,0,,,0,210,383,0,,0,-182,0,,,0,28,383,0,0,0,0,8,0,8,0,0,0,0,0,0,0,"6,543",0,"6,543",0,0,0,0,0,"4,769",0,"4,769",0,0,0,0,0,826,0,826,0,0,0,0,14%,18%,No AOP | Plan = Inventory (At Par),,"3,152","-2,720",432,,"2,598","-2,236",362,,"1,074",-915,159,Arrah
Arrah13004209,Bihar13004209,Patna_Cluster,Patna_Cluster13004209,East,Bihar,Arrah,Anand Kumar,13004209,Slaymite 1 Kg,CROP PROTECTION,,,PRIVATE LABEL,SLAYMITE,1,B,21.6%,5.0%,64,47,47,47,47,1,1,,2,,,,0,2429,0,"168,796",,100,147,200,,200,51,75,400,,400,,0,,,0,151,222,600,0,600,147,75,0,222,200,400,0,600,0,0,"10,881","5,549",0,"16,430","12,800","25,600",0,"38,400","6,916","3,527",0,"10,443","9,400","18,800",0,"28,200","1,493",761,0,"2,255",470,940,0,"1,410",25%,18%,Plan > AOP | Plan < Inventory (Excess),"6,100","3,111",,"9,211","5,025","2,577",,"7,602","1,537",798,,"2,335",Arrah
Arrah13005083,Bihar13005083,Patna_Cluster,Patna_Cluster13005083,East,Bihar,Arrah,Anand Kumar,13005083,Maxxion 5 Kg,CROP PROTECTION,,,PRIVATE LABEL,MAXXION,5,A,30.0%,10.0%,"1,100",810,810,162,162,0,0,0,0,,,,0,1536,0,"1,301,694",,0,13,,,0,0,13,,,0,0,0,,,0,0,26,0,0,0,67,63,0,130,0,0,0,0,0,0,"14,533","13,658",0,"28,191",0,0,0,0,"10,838","10,186",0,"21,024",0,0,0,0,"3,252","3,056",0,"6,307",0,0,0,0,12%,18%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Arrah
Arrah12000279,Bihar12000279,Patna_Cluster,Patna_Cluster12000279,East,Bihar,Arrah,Anand Kumar,12000279,IFFCO APS 20:20:0:13 50 Kg,FERTILIZERS,,,BRANDED,IFFCO APS 20:20:0:13,50,D,1.9%,1.0%,"1,400","1,362","1,330",27,27,2,,,2,,,,0,0,0,0,,200,273,,,0,,268.5458978,,,0,,241.8963049,,,0,200,783,0,0,0,"13,632","13,427","12,095","39,154",0,0,0,0,0,0,"391,712","385,822","347,534","1,125,068",0,0,0,0,"371,344","365,760","329,463","1,066,566",0,0,0,0,"6,981","6,876","6,194","20,052",0,0,0,0,,5%,In AOP but Plan is ZERO,"256,000",,,"256,000","243,810",,,"243,810","1,638",,,"1,638",Arrah
Arrah12000288,Bihar12000288,Patna_Cluster,Patna_Cluster12000288,East,Bihar,Arrah,Anand Kumar,12000288,IFFCO DAP 50 Kg,FERTILIZERS,,,BRANDED,IFFCO DAP,50,D,1.9%,1.5%,"1,340","1,271","1,271",25,25,3,,,3,,,,0,0,0,0,,300,327,,,0,,322.2550773,100,,100,,290.2755658,,,0,300,940,100,0,100,"16,359","16,113","14,514","46,985",0,"5,000",0,"5,000",0,0,"436,240","429,680","387,040","1,252,960",0,"134,000",0,"134,000","415,839","409,586","368,940","1,194,366",0,"127,100",0,"127,100","7,818","7,700","6,936","22,454",0,"1,907",0,"1,907",,5%,In AOP but Plan is ZERO,"402,000",,,"402,000","382,857",,,"382,857","6,657",,,"6,657",Arrah
Arrah12000294,Bihar12000294,Patna_Cluster,Patna_Cluster12000294,East,Bihar,Arrah,Anand Kumar,12000294,IFFCO NANO UREA LIQUID 500 ml,FERTILIZERS,,,BRANDED,IFFCO NANO UREA LIQUID,0.5,D,2.0%,2.0%,210,200,200,400,400,2,5,6,10,,,,0,0,0,0,,24,44,72,,72,152,42.96734364,48,,48,136,38.70340878,,,0,312,125,120,0,120,22,21,19,63,36,24,0,60,0,0,"9,161","9,023","8,128","26,312","15,120","10,080",0,"25,200","8,725","8,593","7,741","25,059","14,400","9,600",0,"24,000",174,172,155,501,288,192,0,480,,5%,Plan > AOP | Plan > Inventory (Shortage),"4,800","30,512","27,376","62,688","4,571","29,059","26,072","59,702",245,"1,658","1,555","3,458",Arrah
Arrah12000311,Bihar12000311,Patna_Cluster,Patna_Cluster12000311,East,Bihar,Arrah,Anand Kumar,12000311,IFFCO Urea 45 Kg,FERTILIZERS,,,BRANDED,IFFCO UREA,45,D,3.0%,3.0%,260,238,238,5,5,,4,7,9,,,,0,0,0,0,,,872,300,,300,600,859.3468728,300,,300,1200,774.0681755,,,0,1800,"2,506",600,0,600,"39,261","38,671","34,833","112,765",13500,"13,500",0,"27,000",0,0,"216,095","212,846","191,723","620,664","78,000","78,000",0,"156,000","207,647","204,525","184,228","596,400","71,400","71,400",0,"142,800","6,229","6,136","5,527","17,892","2,142","2,142",0,"4,284",,5%,Plan < AOP | Plan > Inventory (Shortage),,"151,200","302,400","453,600",,"144,000","288,000","432,000",,"6,378","12,756","19,134",Arrah
Arrah12000514,Bihar12000514,Patna_Cluster,Patna_Cluster12000514,East,Bihar,Arrah,Anand Kumar,12000514,PPL APS 20:20:0:13 50 Kg,FERTILIZERS,,,BRANDED,PPL APS 20:20:0:13,50,D,1.9%,1.0%,"1,400","1,362","1,330",27,27,3,,,3,,,,0,0,0,0,,200,87,,,0,,85.93468728,,,0,,77.40681755,,,0,200,251,0,0,0,"4,362","4,297","3,870","12,529",0,0,0,0,0,0,"125,348","123,463","111,211","360,022",0,0,0,0,"118,830","117,043","105,428","341,301",0,0,0,0,"2,234","2,200","1,982","6,416",0,0,0,0,,5%,In AOP but Plan is ZERO,"268,000",,,"268,000","248,597",,,"248,597","6,354",,,"6,354",Arrah
Arrah12000515,Bihar12000515,Patna_Cluster,Patna_Cluster12000515,East,Bihar,Arrah,Anand Kumar,12000515,PPL DAP 50 Kg,FERTILIZERS,,,BRANDED,PPL DAP,50,D,1.9%,1.5%,"1,340","1,271","1,271",25,25,3,,3,6,,,,0,0,0,0,,50,65,,,0,,64.45101546,,,0,300,58.05511316,,,0,350,188,0,0,0,"3,272","3,223","2,903","9,397",0,0,0,0,0,0,"87,248","85,936","77,408","250,592",0,0,0,0,"83,168","81,917","73,788","238,873",0,0,0,0,"1,564","1,540","1,387","4,491",0,0,0,0,,5%,In AOP but Plan is ZERO,"66,750",,"400,500","467,250","63,571",,"381,429","445,000","1,304",,"7,821","9,125",Arrah
Arrah12000705,Bihar12000705,Patna_Cluster,Patna_Cluster12000705,East,Bihar,Arrah,Anand Kumar,12000705,ZFHL Zypmite Plus Soil 25 Kg,FERTILIZERS,,,BRANDED,ZFHL ZYPMITE PLUS SOIL,25,D,2.0%,2.0%,360,305,305,12,12,,1,1,2,,,,0,0,0,0,,,22,,,0,10,21.48367182,,,0,21,19.35170439,,,0,31,63,0,0,0,545,537,484,"1,566",0,0,0,0,0,0,"7,850","7,732","6,964","22,545",0,0,0,0,"6,653","6,553","5,902","19,107",0,0,0,0,133,131,118,382,0,0,0,0,,18%,In AOP but Plan is ZERO,,"3,400","7,211","10,611",,"2,714","5,700","8,414",,73,155,228,Arrah
Arrah12001125,Bihar12001125,Patna_Cluster,Patna_Cluster12001125,East,Bihar,Arrah,Anand Kumar,12001125,IFFCO NANO DAP 500 ML,FERTILIZERS,,,BRANDED,IFFCO NANO DAP,0.5,D,2.0%,2.0%,555,529,529,"1,058","1,058",3,,,3,,,,0,0,0,0,,72,22,,,0,,21.48367182,24,,24,,19.35170439,,,0,72,63,24,0,24,11,11,10,31,0,12,0,12,0,0,"12,117","11,935","10,751","34,803",0,"13,320",0,"13,320","11,538","11,365","10,237","33,140",0,"12,696",0,"12,696",231,227,205,663,0,254,0,254,,5%,In AOP but Plan is ZERO,"39,960",,,"39,960","36,998",,,"36,998",957,,,957,Arrah
Arrah12001152,Bihar12001152,Patna_Cluster,Patna_Cluster12001152,East,Bihar,Arrah,Anand Kumar,12001152,ZFHL Panch Ratan 10 Kg,FERTILIZERS,,,BRANDED,ZFHL PANCH RATAN,10,D,2.0%,2.0%,270,343,343,34,34,,1,,1,,,,0,0,0,0,,,11,,,0,20,10.74183591,,,0,,9.675852194,,,0,20,31,0,0,0,109,107,97,313,0,0,0,0,0,0,"4,144","4,081","3,676","11,901",0,0,0,0,"3,741","3,684","3,319","10,744",0,0,0,0,75,74,66,215,0,0,0,0,,5%,In AOP but Plan is ZERO,,"8,000",,"8,000",,"6,329",,"6,329",,197,,197,Arrah
Arrah12001292,Bihar12001292,Patna_Cluster,Patna_Cluster12001292,East,Bihar,Arrah,Anand Kumar,12001292,PPL NANO DAP 500 ML,FERTILIZERS,,,BRANDED,PPL NANO DAP,0.5,D,2.0%,2.0%,557,529,529,"1,058","1,058",,,2,2,,,,0,0,0,0,,,22,,,0,,21.48367182,,,0,48,19.35170439,,,0,48,63,0,0,0,11,11,10,31,0,0,0,0,0,0,"12,108","11,926","10,742","34,776",0,0,0,0,"11,538","11,365","10,237","33,140",0,0,0,0,231,227,205,663,0,0,0,0,,5%,In AOP but Plan is ZERO,,,"26,736","26,736",,,"25,084","25,084",,,638,638,Arrah
Arrah12001318,Bihar12001318,Patna_Cluster,Patna_Cluster12001318,East,Bihar,Arrah,Anand Kumar,12001318,PPL TSP 50 KG,FERTILIZERS,,,BRANDED,PPL TSP,50,D,1.9%,1.9%,"1,270","1,229","1,229",25,25,,,3,3,,,,0,0,0,0,,,44,,,0,,42.96734364,,,0,165,38.70340878,,,0,165,125,0,0,0,"2,181","2,148","1,935","6,265",0,0,0,0,0,0,"56,490","55,640","50,119","162,248",0,0,0,0,"53,613","52,807","47,566","153,986",0,0,0,0,"1,008",993,894,"2,895",0,0,0,0,,5%,In AOP but Plan is ZERO,,,"209,550","209,550",,,"199,571","199,571",,,"3,716","3,716",Arrah
